player_id,name,position,team,bye_week,pass_yds,pass_td,interceptions,rush_yds,rush_td,receptions,rec_yds,rec_td,fumbles_lost,adp,adp_sd,adp_min,adp_max,adp_is_estimated,proj_games,miss_rate,weekly_cv,proj_spread
jacoby-brissett-qb,Jacoby Brissett,QB,ARI,0,3645.0,19.0,10.0,178.0,1.56,0.0,0.0,0.0,6.0,226.5,23.6725,201.643875,277.395875,True,15.0,0.0,0.7535433070866142,0.22
tua-tagovailoa-qb,Tua Tagovailoa,QB,ATL,0,1815.2,11.28,5.6,28.8,0.0,0.0,0.0,0.0,1.0,226.5,23.6725,201.643875,277.395875,True,17.0,0.0784313725490196,0.44215291750503016,0.22
michael-penix-qb,Michael Penix Jr,QB,ATL,0,2070.9,11.79,6.0,48.6,0.54,0.0,0.0,0.0,2.0,226.5,23.6725,201.643875,277.395875,True,17.0,0.13725490196078433,0.7145239812477461,0.22
lamar-jackson-qb,Lamar Jackson,QB,BAL,0,3554.25,27.75,9.25,642.85,3.1,0.0,0.0,0.0,4.1,55.5,10.1,29.0,69.0,False,17.0,0.0,0.4216221438577846,0.22
josh-allen-qb,Josh Allen,QB,BUF,0,3772.0,27.25,10.5,576.5,11.05,0.0,0.0,0.0,4.05,33.0,7.7,12.0,47.0,False,17.0,0.0,0.5,0.22
bryce-young-qb,Bryce Young,QB,CAR,0,3372.8,22.95,11.9,253.3,3.0,0.0,0.0,0.0,2.0,226.5,23.6725,201.643875,277.395875,True,17.0,0.0,0.5468555074484479,0.22
caleb-williams-qb,Caleb Williams,QB,CHI,0,3871.0,27.0,8.5,402.0,2.5,0.0,0.0,0.0,2.0,91.9,13.0,58.0,127.0,False,17.0,0.0,0.45769459298871057,0.22
joe-burrow-qb,Joe Burrow,QB,CIN,0,4219.5,33.45,10.899999999999999,171.8,1.095,0.0,0.0,0.0,1.45,57.5,7.5,38.0,72.0,False,17.0,0.3137254901960784,0.47753912060451004,0.22
shedeur-sanders-qb,Shedeur Sanders,QB,CLE,0,1707.2,9.44,7.2,89.6,0.56,0.0,0.0,0.0,1.0,226.5,23.6725,201.643875,277.395875,True,12.5,0.0392156862745098,0.8744935456515595,0.22
taylen-green-qb,Taylen Green,QB,CLE,0,179.7,0.97,0.7,31.2,0.15,0.0,0.0,0.0,0.0,226.5,23.6725,201.643875,277.395875,True,1.0,0.0,0.42,0.22
dak-prescott-qb,Dak Prescott,QB,DAL,0,4310.45,30.45,11.7,173.2,1.7,0.0,0.0,0.0,2.4,66.3,7.2,49.0,87.0,False,17.0,0.1568627450980392,0.4352584245313686,0.22
bo-nix-qb,Bo Nix,QB,DEN,0,3788.5,27.0,11.65,358.65,3.5999999999999996,0.0,0.0,0.0,1.0,112.3,14.5,74.0,140.0,False,17.0,0.0,0.4205300730286371,0.22
jared-goff-qb,Jared Goff,QB,DET,0,4459.0,32.98,10.0,50.0,0.0,0.0,0.0,0.0,4.0,100.1,13.5,72.0,131.0,False,17.0,0.0,0.41742016710541374,0.22
jordan-love-qb,Jordan Love,QB,GB,0,3856.0,28.95,10.0,187.0,1.0,0.0,0.0,0.0,2.0,152.7,14.2,115.0,176.0,False,17.0,0.0392156862745098,0.40424853278897677,0.22
cj-stroud-qb,CJ Stroud,QB,HOU,0,3923.6,23.97,10.2,249.0,1.0,0.0,0.0,0.0,3.0,161.8,13.4,132.0,180.0,False,17.0,0.0,0.4218582169709989,0.22
daniel-jones-qb,Daniel Jones,QB,IND,0,3846.0,24.65,11.9,202.3,3.0,0.0,0.0,0.0,3.0,168.6,10.2,151.0,188.0,False,17.0,0.23529411764705882,0.5031042128603105,0.22
trevor-lawrence-qb,Trevor Lawrence,QB,JAX,0,3876.75,26.0,12.25,335.0,4.550000000000001,0.0,0.0,0.0,3.2,92.3,11.8,68.0,123.0,False,17.0,0.13725490196078433,0.4077030897678104,0.22
patrick-mahomes-qb,Patrick Mahomes,QB,KC,0,3872.0,27.55,11.65,289.65,2.8,0.0,0.0,0.0,1.0,101.5,13.3,66.0,124.0,False,17.0,0.058823529411764705,0.34649147646825623,0.22
garrett-nussmeier-qb,Garrett Nussmeier,QB,KC,0,111.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,226.5,23.6725,201.643875,277.395875,True,17.0,0.0,0.42,0.22
justin-herbert-qb,Justin Herbert,QB,LAC,0,3904.0,27.9,11.4,382.0,2.0,0.0,0.0,0.0,2.0,108.5,11.9,77.0,136.0,False,17.0,0.0784313725490196,0.41801450083658676,0.22
matthew-stafford-qb,Matthew Stafford,QB,LAR,0,4167.5,33.415,9.8,31.75,0.17,0.0,0.0,0.0,2.0,74.5,10.9,51.0,110.0,False,17.0,0.0,0.41778243968655515,0.22
ty-simpson-qb,Ty Simpson,QB,LAR,0,450.0,2.74,1.0,17.0,0.0,0.0,0.0,0.0,0.0,226.5,23.6725,201.643875,277.395875,True,9.5,0.0,0.42,0.22
fernando-mendoza-qb,Fernando Mendoza,QB,LV,0,2928.9,17.55,10.4,217.0,1.0,0.0,0.0,0.0,2.0,226.5,23.6725,201.643875,277.395875,True,15.0,0.0,0.42,0.22
malik-willis-qb,Malik Willis,QB,MIA,0,3101.0,17.68,10.0,697.0,4.42,0.0,0.0,0.0,6.0,165.3,18.8,123.0,198.0,False,17.0,0.0196078431372549,1.15,0.22
kyler-murray-qb,Kyler Murray,QB,MIN,0,3672.0,24.63,12.0,494.0,4.0,0.0,0.0,0.0,4.0,136.6,11.3,107.0,166.0,False,17.0,0.35294117647058826,0.2191020875035745,0.22
jj-mccarthy-qb,JJ McCarthy,QB,MIN,0,286.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,226.5,23.6725,201.643875,277.395875,True,17.0,0.3333333333333333,0.6394161748285212,0.22
drake-maye-qb,Drake Maye,QB,NE,0,4030.35,28.0,10.3,464.1,3.72,0.0,0.0,0.0,5.8,51.3,8.1,30.0,66.0,False,17.0,0.0,0.3365889212827989,0.22
behren-morton-qb,Behren Morton,QB,NE,0,118.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,226.5,23.6725,201.643875,277.395875,True,17.0,0.0,0.42,0.22
tyler-shough-qb,Tyler Shough,QB,NO,0,4013.0,24.0,11.9,328.0,4.0,0.0,0.0,0.0,4.0,139.4,9.0,123.0,156.0,False,17.0,0.0,0.5082869080779945,0.22
jaxson-dart-qb,Jaxson Dart,QB,NYG,0,3570.0,22.3,11.7,542.5,6.0,0.0,0.0,0.0,2.45,120.6,11.9,89.0,139.0,False,17.0,0.0,0.5715113583681039,0.22
geno-smith-qb,Geno Smith,QB,NYJ,0,3552.0,21.28,14.0,157.0,1.0,0.0,0.0,0.0,1.0,226.5,23.6725,201.643875,277.395875,True,16.5,0.0,0.45729972878216574,0.22
cade-klubnik-qb,Cade Klubnik,QB,NYJ,0,177.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,226.5,23.6725,201.643875,277.395875,True,9.5,0.0,0.42,0.22
